"station1","station2","connected"
"Porte Dorée","Champs-Élysées – Clemenceau",FALSE
"Porte de Charenton","Champs-Élysées – Clemenceau",FALSE
"Liberté","Champs-Élysées – Clemenceau",FALSE
"Charenton - Écoles","Champs-Élysées – Clemenceau",FALSE
"École Vétérinaire de Maisons-Alfort","Champs-Élysées – Clemenceau",FALSE
"Maisons-Alfort - Stade","Champs-Élysées – Clemenceau",FALSE
"Maisons-Alfort - Les Juilliottes","Champs-Élysées – Clemenceau",FALSE
"Créteil - L'Échat","Champs-Élysées – Clemenceau",FALSE
"Créteil - Université","Champs-Élysées – Clemenceau",FALSE
"Créteil - Préfecture","Champs-Élysées – Clemenceau",FALSE
"Pont de Sèvres","Champs-Élysées – Clemenceau",FALSE
"Billancourt","Champs-Élysées – Clemenceau",FALSE
"Marcel Sembat","Champs-Élysées – Clemenceau",FALSE
"Porte de Saint-Cloud","Champs-Élysées – Clemenceau",FALSE
"Exelmans","Champs-Élysées – Clemenceau",FALSE
"Michel-Ange - Molitor","Champs-Élysées – Clemenceau",FALSE
"Michel-Ange - Auteuil","Champs-Élysées – Clemenceau",FALSE
"Jasmin","Champs-Élysées – Clemenceau",FALSE
"Ranelagh","Champs-Élysées – Clemenceau",FALSE
"La Muette","Champs-Élysées – Clemenceau",FALSE
"Rue de la Pompe","Champs-Élysées – Clemenceau",FALSE
"Iéna","Champs-Élysées – Clemenceau",FALSE
"Alma - Marceau","Champs-Élysées – Clemenceau",FALSE
"Saint-Philippe du Roule","Champs-Élysées – Clemenceau",FALSE
"Miromesnil","Champs-Élysées – Clemenceau",TRUE
"Saint-Augustin","Champs-Élysées – Clemenceau",FALSE
"Rue des Boulets","Champs-Élysées – Clemenceau",FALSE
"Buzenval","Champs-Élysées – Clemenceau",FALSE
"Maraîchers","Champs-Élysées – Clemenceau",FALSE
"Porte de Montreuil","Champs-Élysées – Clemenceau",FALSE
"Robespierre","Champs-Élysées – Clemenceau",FALSE
"Croix de Chavaux","Champs-Élysées – Clemenceau",FALSE
"Mairie de Montreuil","Champs-Élysées – Clemenceau",FALSE
"Boulogne - Pont de Saint-Cloud","Champs-Élysées – Clemenceau",FALSE
"Boulogne - Jean Jaurès","Champs-Élysées – Clemenceau",FALSE
"Chardon-Lagache","Champs-Élysées – Clemenceau",FALSE
"Église d'Auteuil","Champs-Élysées – Clemenceau",FALSE
"Mirabeau","Champs-Élysées – Clemenceau",FALSE
"Javel - André Citroën","Champs-Élysées – Clemenceau",FALSE
"Charles Michels","Champs-Élysées – Clemenceau",FALSE
"Avenue Émile Zola","Champs-Élysées – Clemenceau",FALSE
"Ségur","Champs-Élysées – Clemenceau",FALSE
"Duroc","Champs-Élysées – Clemenceau",FALSE
"Vaneau","Champs-Élysées – Clemenceau",FALSE
"Sèvres - Babylone","Champs-Élysées – Clemenceau",FALSE
"Mabillon","Champs-Élysées – Clemenceau",FALSE
"Cluny - La Sorbonne","Champs-Élysées – Clemenceau",FALSE
"Maubert - Mutualité","Champs-Élysées – Clemenceau",FALSE
"Cardinal Lemoine","Champs-Élysées – Clemenceau",FALSE
"Rambuteau","Champs-Élysées – Clemenceau",FALSE
"Goncourt","Champs-Élysées – Clemenceau",FALSE
"Pyrénées","Champs-Élysées – Clemenceau",FALSE
"Jourdain","Champs-Élysées – Clemenceau",FALSE
"Place des Fêtes","Champs-Élysées – Clemenceau",FALSE
"Télégraphe","Champs-Élysées – Clemenceau",FALSE
"Porte des Lilas","Champs-Élysées – Clemenceau",FALSE
"Mairie des Lilas","Champs-Élysées – Clemenceau",FALSE
"Serge Gainsbourg","Champs-Élysées – Clemenceau",FALSE
"Romainville - Carnot","Champs-Élysées – Clemenceau",FALSE
"Montreuil - Hôpital","Champs-Élysées – Clemenceau",FALSE
"La Dhuys","Champs-Élysées – Clemenceau",FALSE
"Coteaux - Beauclair","Champs-Élysées – Clemenceau",FALSE
"Rosny-Bois-Perrier","Champs-Élysées – Clemenceau",FALSE
"Aubervilliers - Front Populaire","Champs-Élysées – Clemenceau",FALSE
"Porte de la Chapelle","Champs-Élysées – Clemenceau",FALSE
"Marx Dormoy","Champs-Élysées – Clemenceau",FALSE
"Jules Joffrin","Champs-Élysées – Clemenceau",FALSE
"Lamarck - Caulaincourt","Champs-Élysées – Clemenceau",FALSE
"Abbesses","Champs-Élysées – Clemenceau",FALSE
"Saint-Georges","Champs-Élysées – Clemenceau",FALSE
"Notre-Dame-de-Lorette","Champs-Élysées – Clemenceau",FALSE
"Trinité - d'Estienne d'Orves","Champs-Élysées – Clemenceau",FALSE
"Assemblée Nationale","Champs-Élysées – Clemenceau",FALSE
"Solférino","Champs-Élysées – Clemenceau",FALSE
"Rue du Bac","Champs-Élysées – Clemenceau",FALSE
"Rennes","Champs-Élysées – Clemenceau",FALSE
"Notre-Dame-des-Champs","Champs-Élysées – Clemenceau",FALSE
"Falguière","Champs-Élysées – Clemenceau",FALSE
"Volontaires","Champs-Élysées – Clemenceau",FALSE
"Vaugirard","Champs-Élysées – Clemenceau",FALSE
"Convention","Champs-Élysées – Clemenceau",FALSE
"Porte de Versailles","Champs-Élysées – Clemenceau",FALSE
"Corentin Celton","Champs-Élysées – Clemenceau",FALSE
"Mairie d'Issy","Champs-Élysées – Clemenceau",FALSE
"Saint-Denis – Pleyel","Champs-Élysées – Clemenceau",FALSE
"Mairie de Saint-Ouen","Champs-Élysées – Clemenceau",FALSE
"Porte de Clichy","Champs-Élysées – Clemenceau",FALSE
"Pont Cardinet","Champs-Élysées – Clemenceau",FALSE
"Cour Saint-Émilion","Champs-Élysées – Clemenceau",FALSE
"Bibliothèque François Mitterrand","Champs-Élysées – Clemenceau",FALSE
"Olympiades","Champs-Élysées – Clemenceau",FALSE
" Hôpital Bicêtre","Champs-Élysées – Clemenceau",FALSE
"Villejuif – Gustave Roussy","Champs-Élysées – Clemenceau",FALSE
"L'Haÿ-les-Roses","Champs-Élysées – Clemenceau",FALSE
"Chevilly-Larue","Champs-Élysées – Clemenceau",FALSE
"Thiais-Orly","Champs-Élysées – Clemenceau",FALSE
"Aéroport d'Orly","Champs-Élysées – Clemenceau",FALSE
"Saint-Fargeau","Champs-Élysées – Clemenceau",FALSE
"Pelleport","Champs-Élysées – Clemenceau",FALSE
"Bolivar","Champs-Élysées – Clemenceau",FALSE
"Buttes Chaumont","Champs-Élysées – Clemenceau",FALSE
"Botzaris","Champs-Élysées – Clemenceau",FALSE
"Pré Saint-Gervais","Champs-Élysées – Clemenceau",FALSE
"Danube","Champs-Élysées – Clemenceau",FALSE
"La Fourche","Champs-Élysées – Clemenceau",FALSE
"Liège","Champs-Élysées – Clemenceau",FALSE
"Champs-Élysées – Clemenceau","Champs-Élysées – Clemenceau",FALSE
"Varenne","Champs-Élysées – Clemenceau",FALSE
"Saint-François-Xavier","Champs-Élysées – Clemenceau",FALSE
"Montparnasse – Bienvenüe","Champs-Élysées – Clemenceau",FALSE
"Gaîté","Champs-Élysées – Clemenceau",FALSE
"Pernety","Champs-Élysées – Clemenceau",FALSE
"Plaisance","Champs-Élysées – Clemenceau",FALSE
"Porte de Vanves","Champs-Élysées – Clemenceau",FALSE
"Malakoff – Plateau de Vanves","Champs-Élysées – Clemenceau",FALSE
"Malakoff – Rue Étienne Dolet","Champs-Élysées – Clemenceau",FALSE
"Châtillon – Montrouge","Champs-Élysées – Clemenceau",FALSE
"Brochant","Champs-Élysées – Clemenceau",FALSE
"Mairie de Clichy","Champs-Élysées – Clemenceau",FALSE
"Gabriel Péri","Champs-Élysées – Clemenceau",FALSE
"Les Agnettes","Champs-Élysées – Clemenceau",FALSE
"Les Courtilles","Champs-Élysées – Clemenceau",FALSE
"Guy Môquet","Champs-Élysées – Clemenceau",FALSE
"Porte de Saint-Ouen","Champs-Élysées – Clemenceau",FALSE
"Garibaldi","Champs-Élysées – Clemenceau",FALSE
"Carrefour Pleyel","Champs-Élysées – Clemenceau",FALSE
"Saint-Denis – Porte de Paris","Champs-Élysées – Clemenceau",FALSE
"Basilique de Saint-Denis","Champs-Élysées – Clemenceau",FALSE
"Saint-Denis – Université","Champs-Élysées – Clemenceau",FALSE
"La Défense - Grande Arche","Varenne",FALSE
"Esplanade de la Défense","Varenne",FALSE
"Pont de Neuilly","Varenne",FALSE
"Les Sablons","Varenne",FALSE
"Porte Maillot","Varenne",FALSE
"Argentine","Varenne",FALSE
"Charles de Gaulle - Étoile","Varenne",FALSE
"George V","Varenne",FALSE
"Franklin D. Roosevelt","Varenne",FALSE
"Champs-Élysées - Clemenceau","Varenne",FALSE
"Concorde","Varenne",FALSE
"Tuileries","Varenne",FALSE
"Palais Royal - Musée du Louvre","Varenne",FALSE
"Louvre - Rivoli","Varenne",FALSE
"Châtelet","Varenne",FALSE
"Hôtel de Ville","Varenne",FALSE
"Saint-Paul","Varenne",FALSE
"Bastille","Varenne",FALSE
"Gare de Lyon","Varenne",FALSE
"Reuilly - Diderot","Varenne",FALSE
"Nation","Varenne",FALSE
"Porte de Vincennes","Varenne",FALSE
"Saint-Mandé","Varenne",FALSE
"Bérault","Varenne",FALSE
"Château de Vincennes","Varenne",FALSE
"Porte Dauphine","Varenne",FALSE
"Victor Hugo","Varenne",FALSE
"Ternes","Varenne",FALSE
"Courcelles","Varenne",FALSE
"Monceau","Varenne",FALSE
"Villiers","Varenne",FALSE
"Rome","Varenne",FALSE
"Place de Clichy","Varenne",FALSE
"Blanche","Varenne",FALSE
"Pigalle","Varenne",FALSE
"Anvers","Varenne",FALSE
"Barbès - Rochechouart","Varenne",FALSE
"La Chapelle","Varenne",FALSE
"Stalingrad","Varenne",FALSE
"Jaurès","Varenne",FALSE
"Colonel Fabien","Varenne",FALSE
"Belleville","Varenne",FALSE
"Couronnes","Varenne",FALSE
"Ménilmontant","Varenne",FALSE
"Rue Saint-Maur","Varenne",FALSE
"Parmentier","Varenne",FALSE
"Richard-Lenoir","Varenne",FALSE
"Bréguet - Sabin","Varenne",FALSE
"Chemin Vert","Varenne",FALSE
"Saint-Ambroise","Varenne",FALSE
"Voltaire","Varenne",FALSE
"Charonne","Varenne",FALSE
"Philippe Auguste","Varenne",FALSE
"Alexandre Dumas","Varenne",FALSE
"Avron","Varenne",FALSE
"Pont de Levallois - Bécon","Varenne",FALSE
"Anatole France","Varenne",FALSE
"Louise Michel","Varenne",FALSE
"Porte de Champerret","Varenne",FALSE
"Pereire","Varenne",FALSE
"Wagram","Varenne",FALSE
"Malesherbes","Varenne",FALSE
"Europe","Varenne",FALSE
"Saint-Lazare","Varenne",FALSE
"Havre - Caumartin","Varenne",FALSE
"Opéra","Varenne",FALSE
"Quatre Septembre","Varenne",FALSE
"Bourse","Varenne",FALSE
"Sentier","Varenne",FALSE
"Réaumur - Sébastopol","Varenne",FALSE
"Arts et Métiers","Varenne",FALSE
"Temple","Varenne",FALSE
"République","Varenne",FALSE
"Père Lachaise","Varenne",FALSE
"Gambetta","Varenne",FALSE
"Porte de Bagnolet","Varenne",FALSE
"Gallieni","Varenne",FALSE
"Porte de Clignancourt","Varenne",FALSE
"Simplon","Varenne",FALSE
"Marcadet - Poissonniers","Varenne",FALSE
"Château Rouge","Varenne",FALSE
"Gare du Nord","Varenne",FALSE
"Gare de l'Est","Varenne",FALSE
"Château d'Eau","Varenne",FALSE
"Strasbourg - Saint-Denis","Varenne",FALSE
"Étienne Marcel","Varenne",FALSE
"Les Halles","Varenne",FALSE
"Cité","Varenne",FALSE
"Saint-Michel","Varenne",FALSE
"Odéon","Varenne",FALSE
"Saint-Germain-des-Prés","Varenne",FALSE
"Saint-Sulpice","Varenne",FALSE
"Saint-Placide","Varenne",FALSE
"Montparnasse - Bienvenüe","Varenne",FALSE
"Vavin","Varenne",FALSE
"Raspail","Varenne",FALSE
"Denfert-Rochereau","Varenne",FALSE
"Mouton-Duvernet","Varenne",FALSE
"Alésia","Varenne",FALSE
"Porte d'Orléans","Varenne",FALSE
"Mairie de Montrouge","Varenne",FALSE
"Barbara","Varenne",FALSE
"Bagneux - Lucie Aubrac","Varenne",FALSE
"Bobigny - Pablo Picasso","Varenne",FALSE
"Bobigny - Pantin - Raymond Queneau","Varenne",FALSE
"Église de Pantin","Varenne",FALSE
"Hoche","Varenne",FALSE
"Porte de Pantin","Varenne",FALSE
"Ourcq","Varenne",FALSE
"Laumière","Varenne",FALSE
"Jacques Bonsergent","Varenne",FALSE
"Oberkampf","Varenne",FALSE
"Quai de la Rapée","Varenne",FALSE
"Gare d'Austerlitz","Varenne",FALSE
"Saint-Marcel","Varenne",FALSE
"Campo-Formio","Varenne",FALSE
"Place d'Italie","Varenne",FALSE
"Kléber","Varenne",FALSE
"Boissière","Varenne",FALSE
"Trocadéro","Varenne",FALSE
"Passy","Varenne",FALSE
"Bir-Hakeim","Varenne",FALSE
"Dupleix","Varenne",FALSE
"La Motte-Picquet - Grenelle","Varenne",FALSE
"Cambronne","Varenne",FALSE
"Sèvres - Lecourbe","Varenne",FALSE
"Pasteur","Varenne",FALSE
"Edgar Quinet","Varenne",FALSE
"Saint-Jacques","Varenne",FALSE
"Glacière","Varenne",FALSE
"Corvisart","Varenne",FALSE
"Nationale","Varenne",FALSE
"Chevaleret","Varenne",FALSE
"Quai de la Gare","Varenne",FALSE
"Bercy","Varenne",FALSE
"Dugommier","Varenne",FALSE
"Daumesnil","Varenne",FALSE
"Bel-Air","Varenne",FALSE
"Picpus","Varenne",FALSE
"La Courneuve - 8 Mai 1945","Varenne",FALSE
"Fort d'Aubervilliers","Varenne",FALSE
"Aubervilliers - Pantin - Quatre Chemins","Varenne",FALSE
"Porte de la Villette","Varenne",FALSE
"Corentin Cariou","Varenne",FALSE
"Crimée","Varenne",FALSE
"Riquet","Varenne",FALSE
"Louis Blanc","Varenne",FALSE
"Château-Landon","Varenne",FALSE
"Poissonnière","Varenne",FALSE
"Cadet","Varenne",FALSE
"Le Peletier","Varenne",FALSE
"Chaussée d'Antin - La Fayette","Varenne",FALSE
"Pyramides","Varenne",FALSE
"Pont Neuf","Varenne",FALSE
"Pont Marie","Varenne",FALSE
"Sully - Morland","Varenne",FALSE
"Jussieu","Varenne",FALSE
"Place Monge","Varenne",FALSE
"Censier - Daubenton","Varenne",FALSE
"Les Gobelins","Varenne",FALSE
"Tolbiac","Varenne",FALSE
"Maison Blanche","Varenne",FALSE
"Porte d'Italie","Varenne",FALSE
"Porte de Choisy","Varenne",FALSE
"Porte d'Ivry","Varenne",FALSE
"Pierre et Marie Curie","Varenne",FALSE
"Mairie d'Ivry","Varenne",FALSE
"Balard","Varenne",FALSE
"Lourmel","Varenne",FALSE
"Boucicaut","Varenne",FALSE
"Félix Faure","Varenne",FALSE
"Commerce","Varenne",FALSE
"École Militaire","Varenne",FALSE
"La Tour-Maubourg","Varenne",FALSE
"Invalides","Varenne",TRUE
"Madeleine","Varenne",FALSE
"Richelieu - Drouot","Varenne",FALSE
"Grands Boulevards","Varenne",FALSE
"Bonne Nouvelle","Varenne",FALSE
"Filles du Calvaire","Varenne",FALSE
"Saint-Sébastien - Froissart","Varenne",FALSE
"Ledru-Rollin","Varenne",FALSE
"Faidherbe - Chaligny","Varenne",FALSE
"Montgallet","Varenne",FALSE
"Michel Bizot","Varenne",FALSE
"Porte Dorée","Varenne",FALSE
"Porte de Charenton","Varenne",FALSE
"Liberté","Varenne",FALSE
"Charenton - Écoles","Varenne",FALSE
"École Vétérinaire de Maisons-Alfort","Varenne",FALSE
"Maisons-Alfort - Stade","Varenne",FALSE
"Maisons-Alfort - Les Juilliottes","Varenne",FALSE
"Créteil - L'Échat","Varenne",FALSE
"Créteil - Université","Varenne",FALSE
"Créteil - Préfecture","Varenne",FALSE
"Pont de Sèvres","Varenne",FALSE
"Billancourt","Varenne",FALSE
"Marcel Sembat","Varenne",FALSE
"Porte de Saint-Cloud","Varenne",FALSE
"Exelmans","Varenne",FALSE
"Michel-Ange - Molitor","Varenne",FALSE
"Michel-Ange - Auteuil","Varenne",FALSE
"Jasmin","Varenne",FALSE
"Ranelagh","Varenne",FALSE
"La Muette","Varenne",FALSE
"Rue de la Pompe","Varenne",FALSE
"Iéna","Varenne",FALSE
"Alma - Marceau","Varenne",FALSE
"Saint-Philippe du Roule","Varenne",FALSE
"Miromesnil","Varenne",FALSE
"Saint-Augustin","Varenne",FALSE
"Rue des Boulets","Varenne",FALSE
"Buzenval","Varenne",FALSE
"Maraîchers","Varenne",FALSE
"Porte de Montreuil","Varenne",FALSE
"Robespierre","Varenne",FALSE
"Croix de Chavaux","Varenne",FALSE
"Mairie de Montreuil","Varenne",FALSE
"Boulogne - Pont de Saint-Cloud","Varenne",FALSE
"Boulogne - Jean Jaurès","Varenne",FALSE
"Chardon-Lagache","Varenne",FALSE
"Église d'Auteuil","Varenne",FALSE
"Mirabeau","Varenne",FALSE
"Javel - André Citroën","Varenne",FALSE
"Charles Michels","Varenne",FALSE
"Avenue Émile Zola","Varenne",FALSE
"Ségur","Varenne",FALSE
"Duroc","Varenne",FALSE
"Vaneau","Varenne",FALSE
"Sèvres - Babylone","Varenne",FALSE
"Mabillon","Varenne",FALSE
"Cluny - La Sorbonne","Varenne",FALSE
"Maubert - Mutualité","Varenne",FALSE
"Cardinal Lemoine","Varenne",FALSE
"Rambuteau","Varenne",FALSE
"Goncourt","Varenne",FALSE
"Pyrénées","Varenne",FALSE
"Jourdain","Varenne",FALSE
"Place des Fêtes","Varenne",FALSE
"Télégraphe","Varenne",FALSE
"Porte des Lilas","Varenne",FALSE
"Mairie des Lilas","Varenne",FALSE
"Serge Gainsbourg","Varenne",FALSE
"Romainville - Carnot","Varenne",FALSE
"Montreuil - Hôpital","Varenne",FALSE
"La Dhuys","Varenne",FALSE
"Coteaux - Beauclair","Varenne",FALSE
"Rosny-Bois-Perrier","Varenne",FALSE
"Aubervilliers - Front Populaire","Varenne",FALSE
"Porte de la Chapelle","Varenne",FALSE
"Marx Dormoy","Varenne",FALSE
"Jules Joffrin","Varenne",FALSE
"Lamarck - Caulaincourt","Varenne",FALSE
"Abbesses","Varenne",FALSE
"Saint-Georges","Varenne",FALSE
"Notre-Dame-de-Lorette","Varenne",FALSE
"Trinité - d'Estienne d'Orves","Varenne",FALSE
"Assemblée Nationale","Varenne",FALSE
"Solférino","Varenne",FALSE
"Rue du Bac","Varenne",FALSE
"Rennes","Varenne",FALSE
"Notre-Dame-des-Champs","Varenne",FALSE
"Falguière","Varenne",FALSE
"Volontaires","Varenne",FALSE
"Vaugirard","Varenne",FALSE
"Convention","Varenne",FALSE
"Porte de Versailles","Varenne",FALSE
"Corentin Celton","Varenne",FALSE
"Mairie d'Issy","Varenne",FALSE
"Saint-Denis – Pleyel","Varenne",FALSE
"Mairie de Saint-Ouen","Varenne",FALSE
"Porte de Clichy","Varenne",FALSE
"Pont Cardinet","Varenne",FALSE
"Cour Saint-Émilion","Varenne",FALSE
"Bibliothèque François Mitterrand","Varenne",FALSE
"Olympiades","Varenne",FALSE
" Hôpital Bicêtre","Varenne",FALSE
"Villejuif – Gustave Roussy","Varenne",FALSE
"L'Haÿ-les-Roses","Varenne",FALSE
"Chevilly-Larue","Varenne",FALSE
"Thiais-Orly","Varenne",FALSE
"Aéroport d'Orly","Varenne",FALSE
"Saint-Fargeau","Varenne",FALSE
"Pelleport","Varenne",FALSE
"Bolivar","Varenne",FALSE
"Buttes Chaumont","Varenne",FALSE
"Botzaris","Varenne",FALSE
"Pré Saint-Gervais","Varenne",FALSE
"Danube","Varenne",FALSE
"La Fourche","Varenne",FALSE
"Liège","Varenne",FALSE
"Champs-Élysées – Clemenceau","Varenne",FALSE
"Varenne","Varenne",FALSE
"Saint-François-Xavier","Varenne",TRUE
"Montparnasse – Bienvenüe","Varenne",FALSE
"Gaîté","Varenne",FALSE
"Pernety","Varenne",FALSE
"Plaisance","Varenne",FALSE
"Porte de Vanves","Varenne",FALSE
"Malakoff – Plateau de Vanves","Varenne",FALSE
"Malakoff – Rue Étienne Dolet","Varenne",FALSE
"Châtillon – Montrouge","Varenne",FALSE
"Brochant","Varenne",FALSE
"Mairie de Clichy","Varenne",FALSE
"Gabriel Péri","Varenne",FALSE
"Les Agnettes","Varenne",FALSE
"Les Courtilles","Varenne",FALSE
"Guy Môquet","Varenne",FALSE
"Porte de Saint-Ouen","Varenne",FALSE
"Garibaldi","Varenne",FALSE
"Carrefour Pleyel","Varenne",FALSE
"Saint-Denis – Porte de Paris","Varenne",FALSE
"Basilique de Saint-Denis","Varenne",FALSE
"Saint-Denis – Université","Varenne",FALSE
"La Défense - Grande Arche","Saint-François-Xavier",FALSE
"Esplanade de la Défense","Saint-François-Xavier",FALSE
"Pont de Neuilly","Saint-François-Xavier",FALSE
"Les Sablons","Saint-François-Xavier",FALSE
"Porte Maillot","Saint-François-Xavier",FALSE
"Argentine","Saint-François-Xavier",FALSE
"Charles de Gaulle - Étoile","Saint-François-Xavier",FALSE
"George V","Saint-François-Xavier",FALSE
"Franklin D. Roosevelt","Saint-François-Xavier",FALSE
"Champs-Élysées - Clemenceau","Saint-François-Xavier",FALSE
"Concorde","Saint-François-Xavier",FALSE
"Tuileries","Saint-François-Xavier",FALSE
"Palais Royal - Musée du Louvre","Saint-François-Xavier",FALSE
"Louvre - Rivoli","Saint-François-Xavier",FALSE
"Châtelet","Saint-François-Xavier",FALSE
"Hôtel de Ville","Saint-François-Xavier",FALSE
"Saint-Paul","Saint-François-Xavier",FALSE
"Bastille","Saint-François-Xavier",FALSE
"Gare de Lyon","Saint-François-Xavier",FALSE
"Reuilly - Diderot","Saint-François-Xavier",FALSE
"Nation","Saint-François-Xavier",FALSE
"Porte de Vincennes","Saint-François-Xavier",FALSE
"Saint-Mandé","Saint-François-Xavier",FALSE
"Bérault","Saint-François-Xavier",FALSE
"Château de Vincennes","Saint-François-Xavier",FALSE
"Porte Dauphine","Saint-François-Xavier",FALSE
"Victor Hugo","Saint-François-Xavier",FALSE
"Ternes","Saint-François-Xavier",FALSE
"Courcelles","Saint-François-Xavier",FALSE
"Monceau","Saint-François-Xavier",FALSE
"Villiers","Saint-François-Xavier",FALSE
"Rome","Saint-François-Xavier",FALSE
"Place de Clichy","Saint-François-Xavier",FALSE
"Blanche","Saint-François-Xavier",FALSE
"Pigalle","Saint-François-Xavier",FALSE
"Anvers","Saint-François-Xavier",FALSE
"Barbès - Rochechouart","Saint-François-Xavier",FALSE
"La Chapelle","Saint-François-Xavier",FALSE
"Stalingrad","Saint-François-Xavier",FALSE
"Jaurès","Saint-François-Xavier",FALSE
"Colonel Fabien","Saint-François-Xavier",FALSE
"Belleville","Saint-François-Xavier",FALSE
"Couronnes","Saint-François-Xavier",FALSE
"Ménilmontant","Saint-François-Xavier",FALSE
"Rue Saint-Maur","Saint-François-Xavier",FALSE
"Parmentier","Saint-François-Xavier",FALSE
"Richard-Lenoir","Saint-François-Xavier",FALSE
"Bréguet - Sabin","Saint-François-Xavier",FALSE
"Chemin Vert","Saint-François-Xavier",FALSE
"Saint-Ambroise","Saint-François-Xavier",FALSE
"Voltaire","Saint-François-Xavier",FALSE
"Charonne","Saint-François-Xavier",FALSE
"Philippe Auguste","Saint-François-Xavier",FALSE
"Alexandre Dumas","Saint-François-Xavier",FALSE
"Avron","Saint-François-Xavier",FALSE
"Pont de Levallois - Bécon","Saint-François-Xavier",FALSE
"Anatole France","Saint-François-Xavier",FALSE
"Louise Michel","Saint-François-Xavier",FALSE
"Porte de Champerret","Saint-François-Xavier",FALSE
"Pereire","Saint-François-Xavier",FALSE
"Wagram","Saint-François-Xavier",FALSE
"Malesherbes","Saint-François-Xavier",FALSE
"Europe","Saint-François-Xavier",FALSE
"Saint-Lazare","Saint-François-Xavier",FALSE
"Havre - Caumartin","Saint-François-Xavier",FALSE
"Opéra","Saint-François-Xavier",FALSE
"Quatre Septembre","Saint-François-Xavier",FALSE
"Bourse","Saint-François-Xavier",FALSE
"Sentier","Saint-François-Xavier",FALSE
"Réaumur - Sébastopol","Saint-François-Xavier",FALSE
"Arts et Métiers","Saint-François-Xavier",FALSE
"Temple","Saint-François-Xavier",FALSE
"République","Saint-François-Xavier",FALSE
"Père Lachaise","Saint-François-Xavier",FALSE
"Gambetta","Saint-François-Xavier",FALSE
"Porte de Bagnolet","Saint-François-Xavier",FALSE
"Gallieni","Saint-François-Xavier",FALSE
"Porte de Clignancourt","Saint-François-Xavier",FALSE
"Simplon","Saint-François-Xavier",FALSE
"Marcadet - Poissonniers","Saint-François-Xavier",FALSE
"Château Rouge","Saint-François-Xavier",FALSE
"Gare du Nord","Saint-François-Xavier",FALSE
"Gare de l'Est","Saint-François-Xavier",FALSE
"Château d'Eau","Saint-François-Xavier",FALSE
"Strasbourg - Saint-Denis","Saint-François-Xavier",FALSE
"Étienne Marcel","Saint-François-Xavier",FALSE
"Les Halles","Saint-François-Xavier",FALSE
"Cité","Saint-François-Xavier",FALSE
"Saint-Michel","Saint-François-Xavier",FALSE
"Odéon","Saint-François-Xavier",FALSE
"Saint-Germain-des-Prés","Saint-François-Xavier",FALSE
"Saint-Sulpice","Saint-François-Xavier",FALSE
"Saint-Placide","Saint-François-Xavier",FALSE
"Montparnasse - Bienvenüe","Saint-François-Xavier",FALSE
"Vavin","Saint-François-Xavier",FALSE
"Raspail","Saint-François-Xavier",FALSE
"Denfert-Rochereau","Saint-François-Xavier",FALSE
"Mouton-Duvernet","Saint-François-Xavier",FALSE
"Alésia","Saint-François-Xavier",FALSE
"Porte d'Orléans","Saint-François-Xavier",FALSE
"Mairie de Montrouge","Saint-François-Xavier",FALSE
"Barbara","Saint-François-Xavier",FALSE
"Bagneux - Lucie Aubrac","Saint-François-Xavier",FALSE
"Bobigny - Pablo Picasso","Saint-François-Xavier",FALSE
"Bobigny - Pantin - Raymond Queneau","Saint-François-Xavier",FALSE
"Église de Pantin","Saint-François-Xavier",FALSE
"Hoche","Saint-François-Xavier",FALSE
"Porte de Pantin","Saint-François-Xavier",FALSE
"Ourcq","Saint-François-Xavier",FALSE
"Laumière","Saint-François-Xavier",FALSE
"Jacques Bonsergent","Saint-François-Xavier",FALSE
"Oberkampf","Saint-François-Xavier",FALSE
"Quai de la Rapée","Saint-François-Xavier",FALSE
"Gare d'Austerlitz","Saint-François-Xavier",FALSE
"Saint-Marcel","Saint-François-Xavier",FALSE
"Campo-Formio","Saint-François-Xavier",FALSE
"Place d'Italie","Saint-François-Xavier",FALSE
"Kléber","Saint-François-Xavier",FALSE
"Boissière","Saint-François-Xavier",FALSE
"Trocadéro","Saint-François-Xavier",FALSE
"Passy","Saint-François-Xavier",FALSE
"Bir-Hakeim","Saint-François-Xavier",FALSE
"Dupleix","Saint-François-Xavier",FALSE
"La Motte-Picquet - Grenelle","Saint-François-Xavier",FALSE
"Cambronne","Saint-François-Xavier",FALSE
"Sèvres - Lecourbe","Saint-François-Xavier",FALSE
"Pasteur","Saint-François-Xavier",FALSE
"Edgar Quinet","Saint-François-Xavier",FALSE
"Saint-Jacques","Saint-François-Xavier",FALSE
"Glacière","Saint-François-Xavier",FALSE
"Corvisart","Saint-François-Xavier",FALSE
"Nationale","Saint-François-Xavier",FALSE
"Chevaleret","Saint-François-Xavier",FALSE
"Quai de la Gare","Saint-François-Xavier",FALSE
"Bercy","Saint-François-Xavier",FALSE
"Dugommier","Saint-François-Xavier",FALSE
"Daumesnil","Saint-François-Xavier",FALSE
"Bel-Air","Saint-François-Xavier",FALSE
"Picpus","Saint-François-Xavier",FALSE
"La Courneuve - 8 Mai 1945","Saint-François-Xavier",FALSE
"Fort d'Aubervilliers","Saint-François-Xavier",FALSE
"Aubervilliers - Pantin - Quatre Chemins","Saint-François-Xavier",FALSE
"Porte de la Villette","Saint-François-Xavier",FALSE
"Corentin Cariou","Saint-François-Xavier",FALSE
"Crimée","Saint-François-Xavier",FALSE
